"path","bytes","sha256","classification","lineage","duplicate_group","proposed_name","proposed_destination","disposition"
"_Tribunal_Inbox/TRIBUNAL_SC_WEBSITE_YOUTUBE_GEMINI_INTAKE_20260708_CHATGPT.json","1753","0D142B65E24FCB9CD626A2FB39D1918866C51773D2A0F7E629F8F983CD33323C","ARCHIVE","origin/main baseline","","TRIBUNAL_SC_WEBSITE_YOUTUBE_GEMINI_INTAKE_20260708_CHATGPT.json","_Tribunal_Inbox/TRIBUNAL_SC_WEBSITE_YOUTUBE_GEMINI_INTAKE_20260708_CHATGPT.json","PRESERVE; reference from convergence record; do not execute post-Gate-001"
"_Tribunal_Inbox/TRIBUNAL_SC_WEBSITE_YOUTUBE_GEMINI_INTAKE_20260708_CHATGPT.md","2055","F8DBC03B6757AF63632B48092A939A97FF688A52921CD41F74F97BA6030FFB30","ARCHIVE","origin/main baseline","","TRIBUNAL_SC_WEBSITE_YOUTUBE_GEMINI_INTAKE_20260708_CHATGPT.md","_Tribunal_Inbox/TRIBUNAL_SC_WEBSITE_YOUTUBE_GEMINI_INTAKE_20260708_CHATGPT.md","PRESERVE; reference from convergence record; do not execute post-Gate-001"
"_Tribunal_Inbox/TRIBUNAL_SC_WEBSITE_YOUTUBE_GEMINI_INTAKE_20260708_NATEBJONES_CHATGPT.json","2320","B899F2B47EEF7550BDF23720ED47AAA073453997C26AA2B5CB504ED24328A86F","ARCHIVE","origin/main baseline","","TRIBUNAL_SC_WEBSITE_YOUTUBE_GEMINI_INTAKE_20260708_NATEBJONES_CHATGPT.json","_Tribunal_Inbox/TRIBUNAL_SC_WEBSITE_YOUTUBE_GEMINI_INTAKE_20260708_NATEBJONES_CHATGPT.json","PRESERVE; reference from convergence record; do not execute post-Gate-001"
"_Tribunal_Inbox/TRIBUNAL_SC_WEBSITE_YOUTUBE_GEMINI_INTAKE_20260708_NATEBJONES_CHATGPT.md","2577","F9EB1DC7B5F76D414586D628C751A4EBF40F8D1640970CF2E2593FF841B633AF","ARCHIVE","origin/main baseline","","TRIBUNAL_SC_WEBSITE_YOUTUBE_GEMINI_INTAKE_20260708_NATEBJONES_CHATGPT.md","_Tribunal_Inbox/TRIBUNAL_SC_WEBSITE_YOUTUBE_GEMINI_INTAKE_20260708_NATEBJONES_CHATGPT.md","PRESERVE; reference from convergence record; do not execute post-Gate-001"
"01_GOVERNANCE/DCSE_GOVERNANCE_MILESTONE_DDNA_HUB_ACTIVATION_20260709.md","3587","5143D640479480D5981462E99A94DD992769D05F4113BAA8B514759E54571072","SUPPORT","origin/main baseline","","DCSE_GOVERNANCE_MILESTONE_DDNA_HUB_ACTIVATION_20260709.md","01_GOVERNANCE/DCSE_GOVERNANCE_MILESTONE_DDNA_HUB_ACTIVATION_20260709.md","PRESERVE_IN_PLACE"
"02_ARCHITECTURE/DCSE_OPEN_MODEL_AND_VIDEO_PRODUCTION_ARCHITECTURE_20260713.md","7339","3F373CF96A0D692BB8D53510F733EB75265E21D69383D498FCD8E97261A12E4D","SUPPORT","origin/main baseline","","DCSE_OPEN_MODEL_AND_VIDEO_PRODUCTION_ARCHITECTURE_20260713.md","02_ARCHITECTURE/DCSE_OPEN_MODEL_AND_VIDEO_PRODUCTION_ARCHITECTURE_20260713.md","PRESERVE_IN_PLACE"
"03_WORK_ORDERS/DCSE_AGENT_OS_V1_BUILD_ORDER_20260713.md","4835","F75E7A6621696B314B9F38B9AAAEEFC481BC76388A43F20D4125798C68DBBA99","SUPPORT","origin/main baseline","","DCSE_AGENT_OS_V1_BUILD_ORDER_20260713.md","03_WORK_ORDERS/DCSE_AGENT_OS_V1_BUILD_ORDER_20260713.md","PRESERVE_IN_PLACE"
"17_SUPABASE_AGENT_INTAKE/001_agent_intake_registry.sql","4916","0A8A2C78E63021D8E6CB3EDD2349A7329298E72A4384E90BB02F0251A9D5593C","SUPPORT","origin/main baseline","","001_agent_intake_registry.sql","17_SUPABASE_AGENT_INTAKE/001_agent_intake_registry.sql","PRESERVE_IN_PLACE"
"17_SUPABASE_AGENT_INTAKE/DCSE_AGENT_INTAKE_REGISTRY_SUPABASE_SPEC_v1.md","5085","F13772F10A69BD56E03B524DEF63CAA0207EBF63342E05B46492459FDAF4624E","SUPPORT","origin/main baseline","","DCSE_AGENT_INTAKE_REGISTRY_SUPABASE_SPEC_v1.md","17_SUPABASE_AGENT_INTAKE/DCSE_AGENT_INTAKE_REGISTRY_SUPABASE_SPEC_v1.md","PRESERVE_IN_PLACE"
"agent-os/v1/index.html","29829","6E5765FA0BD24E3B9D87AA2096565E1379B7E392074C3A553FBB13C8E893C7C8","SUPERSEDED","origin/main baseline","","index.html","agent-os/v1/index.html","PRESERVE_IN_PLACE; exclude from communication promotion authority"
"api/index.js","63","79E422DFEA8C87E9AD8BEF038631B0EF65CB388E9AC8686CF765AE2EACF1073C","ACTIVE","origin/main baseline","","index.js","api/index.js","PRESERVE_IN_PLACE"
"apps/sc-agent-os/api/index.js","188006","E3EB2029910C0F858F69C843EBDECE274E8548EE507BB7E0BAAEA2360F8DAD94","ACTIVE","origin/main baseline","","index.js","apps/sc-agent-os/api/index.js","PRESERVE_IN_PLACE"
"apps/sc-agent-os/docs/API_KEY_SECURITY_FINDINGS.md","6191","77B05FF7F80F9D28B7FB12D60CB7E32C0003C24187FA3DB76AD25E6E95F8D5FF","SUPPORT","origin/main baseline","","API_KEY_SECURITY_FINDINGS.md","apps/sc-agent-os/docs/API_KEY_SECURITY_FINDINGS.md","PRESERVE_IN_PLACE"
"apps/sc-agent-os/docs/ASSETS_MODULE_SPEC.md","3321","3BD4A7CED80B547B7213DD03F4C5578C8FB98BB17D775F36C88F611F1A717043","SUPPORT","origin/main baseline","","ASSETS_MODULE_SPEC.md","apps/sc-agent-os/docs/ASSETS_MODULE_SPEC.md","PRESERVE_IN_PLACE"
"apps/sc-agent-os/docs/CRUD_COVERAGE_MATRIX.md","4423","96BD0F8CEB9186C4179DD151B9D70DB0F22B555534D67AA9653E0D4F2A02827C","SUPPORT","origin/main baseline","","CRUD_COVERAGE_MATRIX.md","apps/sc-agent-os/docs/CRUD_COVERAGE_MATRIX.md","PRESERVE_IN_PLACE"
"apps/sc-agent-os/docs/GOVERNANCE_GATES.md","2762","65BD5DE5E223B4CF96CF2F2D212A1657E52AF5E60593ACDF5A1C6D71EF2E5E15","SUPPORT","origin/main baseline","","GOVERNANCE_GATES.md","apps/sc-agent-os/docs/GOVERNANCE_GATES.md","PRESERVE_IN_PLACE"
"apps/sc-agent-os/docs/IMPLEMENTATION_STATUS.md","8510","19CFA62D3D0C22E1E7F88F9DCB53E041E3D157C3398652649211F3FC937F56E8","SUPPORT","origin/main baseline","","IMPLEMENTATION_STATUS.md","apps/sc-agent-os/docs/IMPLEMENTATION_STATUS.md","PRESERVE_IN_PLACE"
"apps/sc-agent-os/docs/ORDERED_REMEDIATION_PLAN.md","6067","6EC761098156F96DBC5B20CE6DE1FEA028C6D45AD7B774F6723A11D08BBEE5A4","SUPPORT","origin/main baseline","","ORDERED_REMEDIATION_PLAN.md","apps/sc-agent-os/docs/ORDERED_REMEDIATION_PLAN.md","PRESERVE_IN_PLACE"
"apps/sc-agent-os/docs/PAGE_DATA_SOURCE_MATRIX.md","4959","0255BC43FD0A3CF6DB3D6073BAD567FAFB88F39B3971BA4873B14334C90DE471","SUPPORT","origin/main baseline","","PAGE_DATA_SOURCE_MATRIX.md","apps/sc-agent-os/docs/PAGE_DATA_SOURCE_MATRIX.md","PRESERVE_IN_PLACE"
"apps/sc-agent-os/docs/PERSONAS_MODULE_SPEC.md","3752","A3E3C718667EB5D9A1CD29F831F2B694F9FA26560EA73244C44DD67CF60BF1B6","SUPPORT","origin/main baseline","","PERSONAS_MODULE_SPEC.md","apps/sc-agent-os/docs/PERSONAS_MODULE_SPEC.md","PRESERVE_IN_PLACE"
"apps/sc-agent-os/docs/PRIVACY_CONTROLS.md","2992","0E148460FA694CE53642581CA3E44FC6967999C9DA7F1BC532ACEE305D1BABD7","SUPPORT","origin/main baseline","","PRIVACY_CONTROLS.md","apps/sc-agent-os/docs/PRIVACY_CONTROLS.md","PRESERVE_IN_PLACE"
"apps/sc-agent-os/docs/PRODUCTION_VERSION_ALIGNMENT_REPORT.md","4321","4BF9439330DED955755465687B7FF3E3B1FC06DE530AF11E3BF2CC8B80174835","SUPPORT","origin/main baseline","","PRODUCTION_VERSION_ALIGNMENT_REPORT.md","apps/sc-agent-os/docs/PRODUCTION_VERSION_ALIGNMENT_REPORT.md","PRESERVE_IN_PLACE"
"apps/sc-agent-os/docs/ROLE_ACCESS_MATRIX.md","2974","A471D8184E544354CEF5C7CA8D272365E3203B2B9AF28B153C5FABFF12B97970","SUPPORT","origin/main baseline","","ROLE_ACCESS_MATRIX.md","apps/sc-agent-os/docs/ROLE_ACCESS_MATRIX.md","PRESERVE_IN_PLACE"
"apps/sc-agent-os/docs/SCHEMA_INSPECTION_REPORT.md","3598","2F70C85CF19A7B70C290178AEF7961EDCEA52AC09EC8F8EC3EEB6D38F26F5A4D","SUPPORT","origin/main baseline","","SCHEMA_INSPECTION_REPORT.md","apps/sc-agent-os/docs/SCHEMA_INSPECTION_REPORT.md","PRESERVE_IN_PLACE"
"apps/sc-agent-os/docs/VOICE_STATE_MACHINE_FINDINGS.md","5638","4248963B01B107D5CC12719764DB35A114A2405A54CBCE68C529B25C400A63B3","SUPPORT","origin/main baseline","","VOICE_STATE_MACHINE_FINDINGS.md","apps/sc-agent-os/docs/VOICE_STATE_MACHINE_FINDINGS.md","PRESERVE_IN_PLACE"
"apps/sc-agent-os/migrations/001_dcse_personas_additive.sql","2716","D47776CD2719223F7AF0BC7B057F36FEFE0B4EB9D77A1E845AD69254F3F893EE","ACTIVE","origin/main baseline","","001_dcse_personas_additive.sql","apps/sc-agent-os/migrations/001_dcse_personas_additive.sql","PRESERVE_IN_PLACE"
"apps/sc-agent-os/migrations/002_dcse_assets_additive.sql","3757","BA505D54A96280BF1C23C95D17175B47AED7E898ECA6B91ACEE098012D775A50","ACTIVE","origin/main baseline","","002_dcse_assets_additive.sql","apps/sc-agent-os/migrations/002_dcse_assets_additive.sql","PRESERVE_IN_PLACE"
"apps/sc-agent-os/migrations/003_dcse_persona_seeds.sql","5733","F1F0E887C84CE37DDB6210AD0BDA28889AD0831358EDC18F053975C95C2F0C6B","ACTIVE","origin/main baseline","","003_dcse_persona_seeds.sql","apps/sc-agent-os/migrations/003_dcse_persona_seeds.sql","PRESERVE_IN_PLACE"
"apps/sc-agent-os/migrations/005_supabase_security_remediation.sql","9624","1A32E0FBB1D75CABA4FA49A237C8E17DEBD9CE769DB08E59A7F7BEDAA61FEAEE","ACTIVE","origin/main baseline","","005_supabase_security_remediation.sql","apps/sc-agent-os/migrations/005_supabase_security_remediation.sql","PRESERVE_IN_PLACE"
"apps/sc-agent-os/migrations/006_move_vector_to_extensions.sql","284","D0C7B1B9D70DA3AEA67F3285CC07A4C72C3BA30E6550C262ED404FE862CA105F","ACTIVE","origin/main baseline","","006_move_vector_to_extensions.sql","apps/sc-agent-os/migrations/006_move_vector_to_extensions.sql","PRESERVE_IN_PLACE"
"apps/sc-agent-os/package.json","57","6290A2AFDF9EA2B9F90E9281BB23E3760D8D29AD8BBB656525324991C4FFEFC9","ACTIVE","origin/main baseline","","package.json","apps/sc-agent-os/package.json","PRESERVE_IN_PLACE"
"apps/sc-agent-os/vercel.json","108","92D3F54D1923436ADA0B0CBD08C17BF1F92C8B49DF232D82925A993F88E07992","ACTIVE","origin/main baseline","","vercel.json","apps/sc-agent-os/vercel.json","PRESERVE_IN_PLACE"
"CLAUDE.md","9163","CCBD41EF07B21CF5F667E3A44B753665D86E59349B8CC04A86AEB115F894D863","SUPPORT","origin/main baseline","","CLAUDE.md","CLAUDE.md","PRESERVE_IN_PLACE"
"docs/COMMUNICATION_GATE_001_QWEN_LOCAL_EXECUTION.md","2252","8B046531420BD93111A829528D26747E882B6CF8865DEFE08979287FA6AAFD7A","ARCHIVE","PR 15 / chatgpt/v7-foundation-runtime-compiler","","COMMUNICATION_GATE_001_QWEN_LOCAL_EXECUTION.md","docs/COMMUNICATION_GATE_001_QWEN_LOCAL_EXECUTION.md","PRESERVE; reference from convergence record; do not execute post-Gate-001"
"package-lock.json","94","3CAE2CCFFC57A184BE6BD71229D2FFB9DBDB855A061ECCEB372A8078C0C3BEDC","REVIEW","Untracked orphan lockfile; created 2026-07-28T02:48:31Z; no Git history","","package-lock.json","package-lock.json","PRESERVE_UNTRACKED; DO_NOT_COMMIT; DO_NOT_DELETE"
"scripts/windows/install-dcse-communication-worker.ps1","3487","A4ACC7EA556FFA0F0125C9A87636764A68AD6778370C39158CC10C5CC2E1EE3C","ACTIVE","PR 15 / chatgpt/v7-foundation-runtime-compiler","","install-dcse-communication-worker.ps1","scripts/windows/install-dcse-communication-worker.ps1","PRESERVE_IN_PLACE"
"scripts/windows/Invoke-DCSECommunicationOperationalGate001.ps1","6930","913B1A62E0ACBFA751F26433BE62E934ED41D9DD24E344C2044F45A49ED30060","ARCHIVE","PR 15 / chatgpt/v7-foundation-runtime-compiler","","Invoke-DCSECommunicationOperationalGate001.ps1","scripts/windows/Invoke-DCSECommunicationOperationalGate001.ps1","PRESERVE; reference from convergence record; do not execute post-Gate-001"
"supabase/migrations/20260716190000_vow_go_application_support_v1.sql","11122","6A27BBBF8119DF21DEF80344CA0E7A53AC1A8809126A60DE7FF810DC68D82BAE","ACTIVE","origin/main baseline","","20260716190000_vow_go_application_support_v1.sql","supabase/migrations/20260716190000_vow_go_application_support_v1.sql","PRESERVE_IN_PLACE"
"tests/communication_operational_gate_001.sql","1640","8711548D77036D9EB67949DB5995C42BD281FA10E2B8791D3D3E1A8ED34E9D39","ARCHIVE","PR 15 / chatgpt/v7-foundation-runtime-compiler","","communication_operational_gate_001.sql","tests/communication_operational_gate_001.sql","PRESERVE; reference from convergence record; do not execute post-Gate-001"
"v6.9/03_Operations/DCS_Employment/Resume_Packages/20260624/DCS_EMPLOYMENT_GENERAL_DISTRIBUTION_RESUME_20260624_v5.md","11423","E25AD9B48EF63C30137D670E423A555C32B0BCAC02B9FFD1BC10CA08360F84E1","FINAL","Immutable v6.9 baseline; tree 2389d526615330d31adb4f879e5f8595968638e2","","DCS_EMPLOYMENT_GENERAL_DISTRIBUTION_RESUME_20260624_v5.md","v6.9/03_Operations/DCS_Employment/Resume_Packages/20260624/DCS_EMPLOYMENT_GENERAL_DISTRIBUTION_RESUME_20260624_v5.md","PRESERVE_IN_PLACE; immutable"
"v6.9/03_Operations/DCS_Employment/Resume_Packages/20260624/DCS_EMPLOYMENT_RESUME_ACTIVITY_RECEIPT_20260624.json","1628","925DB85A52FF7B6C05EEFD5369D45A8BE34E77D57172EA43B8E367A2D5F430F9","FINAL","Immutable v6.9 baseline; tree 2389d526615330d31adb4f879e5f8595968638e2","","DCS_EMPLOYMENT_RESUME_ACTIVITY_RECEIPT_20260624.json","v6.9/03_Operations/DCS_Employment/Resume_Packages/20260624/DCS_EMPLOYMENT_RESUME_ACTIVITY_RECEIPT_20260624.json","PRESERVE_IN_PLACE; immutable"
"v6.9/03_Operations/DCS_Employment/Resume_Packages/20260624/DCS_EMPLOYMENT_RESUME_ACTIVITY_REPORT_20260624.md","4512","ECBC41102BDEDE2A049A98F2DB5204863BDC8161F77FA5B4BF8BD9F2DF8E62F1","FINAL","Immutable v6.9 baseline; tree 2389d526615330d31adb4f879e5f8595968638e2","","DCS_EMPLOYMENT_RESUME_ACTIVITY_REPORT_20260624.md","v6.9/03_Operations/DCS_Employment/Resume_Packages/20260624/DCS_EMPLOYMENT_RESUME_ACTIVITY_REPORT_20260624.md","PRESERVE_IN_PLACE; immutable"
"v6.9/05_Products/Family_Product_Line/Magical_Learning_Gift/MAGICAL_LEARNING_GIFT_PRODUCT_BUILD_SPEC_V1.md","36428","04607032EFC72C82FC5C904C71A7F345056FC5092C3C5518CB13FB1677CD290A","FINAL","Immutable v6.9 baseline; tree 2389d526615330d31adb4f879e5f8595968638e2","","MAGICAL_LEARNING_GIFT_PRODUCT_BUILD_SPEC_V1.md","v6.9/05_Products/Family_Product_Line/Magical_Learning_Gift/MAGICAL_LEARNING_GIFT_PRODUCT_BUILD_SPEC_V1.md","PRESERVE_IN_PLACE; immutable"
"v6.9/05_Products/Family_Product_Line/Vow_And_Go/config.js","318","1CE86C7C5663A47CC27F4A2EE83E7CCF655FFA1220B554E2F35B0B9A81C87E67","FINAL","Immutable v6.9 baseline; tree 2389d526615330d31adb4f879e5f8595968638e2","","config.js","v6.9/05_Products/Family_Product_Line/Vow_And_Go/config.js","PRESERVE_IN_PLACE; immutable"
"v6.9/05_Products/Family_Product_Line/Vow_And_Go/index.html","22033","53F03D8D22952B5E00CBFE41961101281096D0C89DF3239B7FFA710A4F85F119","FINAL","Immutable v6.9 baseline; tree 2389d526615330d31adb4f879e5f8595968638e2","","index.html","v6.9/05_Products/Family_Product_Line/Vow_And_Go/index.html","PRESERVE_IN_PLACE; immutable"
"v6.9/05_Products/Family_Product_Line/Vow_And_Go/README.md","3400","95C331F1D57719377E801BB6FCC33F82F82ED085B1C63BE491DCBE7EECDE1BEB","FINAL","Immutable v6.9 baseline; tree 2389d526615330d31adb4f879e5f8595968638e2","","README.md","v6.9/05_Products/Family_Product_Line/Vow_And_Go/README.md","PRESERVE_IN_PLACE; immutable"
"v6.9/05_Products/Family_Product_Line/Vow_And_Go/vow-go-supabase.js","16129","933D74E77DC803D1CEF2037BB6E5E32780A3DF92409178B2B7CB56DF46AC6A8E","FINAL","Immutable v6.9 baseline; tree 2389d526615330d31adb4f879e5f8595968638e2","","vow-go-supabase.js","v6.9/05_Products/Family_Product_Line/Vow_And_Go/vow-go-supabase.js","PRESERVE_IN_PLACE; immutable"
"v7.0/00_BUILD_CONTROL/convergence/CANONICAL_BUILD_LEDGER.yaml","1130","E7F28F6490EA47BABE367E03A45E106DAB81D737DB249F2625F01E5ED47AC98C","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","CANONICAL_BUILD_LEDGER.yaml","v7.0/00_BUILD_CONTROL/convergence/CANONICAL_BUILD_LEDGER.yaml","PRESERVE_IN_PLACE"
"v7.0/00_BUILD_CONTROL/DCSE_V7_MASTER_BUILD_PLAN.md","2213","D0CCF53469026862220BD96C69B317448F2D33CAFABD12FAB137CDC9C2BF7EA8","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","DCSE_V7_MASTER_BUILD_PLAN.md","v7.0/00_BUILD_CONTROL/DCSE_V7_MASTER_BUILD_PLAN.md","PRESERVE_IN_PLACE"
"v7.0/01_ARCHITECTURE/DCSE_V7_RUNTIME_COMPILER_ARCHITECTURE.md","2573","48EB15865304FCD4F28109307655D833C5519F94836186DBD5EF808A64A20ACF","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","DCSE_V7_RUNTIME_COMPILER_ARCHITECTURE.md","v7.0/01_ARCHITECTURE/DCSE_V7_RUNTIME_COMPILER_ARCHITECTURE.md","PRESERVE_IN_PLACE"
"v7.0/03_SCHEMAS/runtime_packet.schema.json","2150","59FB56A5571CEEA64FD66BA834DDC7FE9FCCE6D3BB66E389A9A7DBF4865BAC39","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","runtime_packet.schema.json","v7.0/03_SCHEMAS/runtime_packet.schema.json","PRESERVE_IN_PLACE"
"v7.0/04_WORKFLOWS/runtime_compilation_workflow.yaml","652","265417724A85A1E1BC6B623F83095732FBEEBFA4CAC9AA8539E62B96CA092C11","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","runtime_compilation_workflow.yaml","v7.0/04_WORKFLOWS/runtime_compilation_workflow.yaml","PRESERVE_IN_PLACE"
"v7.0/06_REGISTRIES/runtime_compiler_registry.yaml","921","4C53BD27A42F4BF30D3B6F3E24A47DB10D721361A613445A233BDDD9624BBAE3","REVIEW","PR 15 / chatgpt/v7-foundation-runtime-compiler","","runtime_compiler_registry.yaml","v7.0/06_REGISTRIES/runtime_compiler_registry.yaml","PRESERVE_IN_PLACE"
"vercel.json","150","C6FEC0DA10DF50079E4462749EB7F0696B72B6BD6DB8BD6B7D60FA8F2783216B","ACTIVE","origin/main baseline","","vercel.json","vercel.json","PRESERVE_IN_PLACE"
"workers/claude-reviewer-operational.js","5670","DFB78446D63E535D1D8B028B3F2503457F25FD3DC6BA839A5FA9D7DE43C682F8","ACTIVE","PR 15 / chatgpt/v7-foundation-runtime-compiler","","claude-reviewer-operational.js","workers/claude-reviewer-operational.js","PRESERVE_IN_PLACE"
